Sentence	Tag
九连股份今天股价	stock
查询中国石化的股价	stock
保利地产的股票	stock
中国建设银行的行情	stock
查寻三星股价	stock
中国石化的股价怎么样	stock
今天上证指数是几点	stock
查找科大讯飞股票的股价	stock
拨打幺三七零九五二零八五八	telephone
呼叫浦蒲	telephone
我要打电话给洪云刚	telephone
打电话给张帕楼	telephone
拨打幺三九幺三八九九三九九	telephone
打给孩子的爸	telephone
打电话给阿华	telephone
打给宋成钢	telephone
请打电话给沈晨浩	telephone
给叶君恩打电话	telephone
幺五八九三二八二八三八	telephone
呼叫王希	telephone
给爸爸打电话	telephone
打电话给幺三七幺零五五二幺九九	telephone
打电话给子明	telephone
打电话温正军	telephone
打电话给六六三	telephone
给曹广义打电话	telephone
请拨幺幺零	telephone
打电话给hello word	telephone
幺八九幺八九二二五五五	telephone
查寻上海到北京的火车票	train
帮我查一下明天去郑州的火车票	train
查询广州到北京的火车	train
从广州到南昌的火车票时刻表	train
查一下从杭州到上海高铁时刻表	train
查一下从广州到南宁的火车票	train
有没有徐州到洛阳的火车票	train
查询临沂到济南的火车票	train
连云港到徐州的火车票	train
开封到信阳的火车	train
帮我查下上海到合肥的火车	train
帮我查一下宁波到郑州的火车	train
星期四去上海的火车	train
重庆到成都的火车票多少钱	train
从余姚到贵阳的火车票	train
北京到上海的火车票	train
查询湛江到广州的火车票	train
查一下明天下午南通到南京的火车票	train
帮我查一下从开封到郑州的火车几点发	train
烟台到齐齐哈尔的火车票	train
查询广州到贵港的火车	train
去南昌的火车	train
杭州到北京的火车班次	train
明天广州到长葛的火车	train
今天我要去逛街用英语说	translation
翻译光大银行	translation
翻译芬兰	translation
出口在哪里英文怎么说	translation
虾的英文怎么说	translation
挑逗你真好玩儿英语怎么说	translation
翻译今天出去玩	translation
你还没有结婚用英语怎么讲	translation
你曾爱过我吗用英语怎么说	translation
星期天早晨我们一起去打篮球英语怎么说	translation
苹果翻译成英语	translation
你吃过早饭了吗用英文怎么讲	translation
小老虎用英语怎么讲	translation
我记住了用英文怎么讲	translation
翻译秋天	translation
翻译背首诗	translation
汽车英语怎么讲	translation
床英文怎么说	translation
早上好英语怎么讲	translation
今天的天气真是好用英语怎么说	translation
笑话用英语怎么说	translation
高清中央8	tvchannel
央视9	tvchannel
CCTV农业	tvchannel
打开浦口生活资讯频道	tvchannel
搜索第10频道	tvchannel
频道管理	tvchannel
北京二	tvchannel
卡酷少儿频道	tvchannel
我要看云南二台	tvchannel
CCTV-12套的节目单	tvchannel
找深圳卫视	tvchannel
我想看中央十三频道	tvchannel
高清中央电视台电影频道	tvchannel
山东高清	tvchannel
湖北电视台	tvchannel
测试信号2	tvchannel
北京二台高清	tvchannel
切换上海频道	tvchannel
跳换到湖南卫视	tvchannel
山东台高清	tvchannel
CCTV新闻	tvchannel
新闻解码	tvchannel
江苏党校二套	tvchannel
播放2005年励志动漫	video
最近有什么电影可以看一下。	video
请搜电影画皮	video
家有儿女第二部	video
张艺谋的甄嬛传	video
小c我想看北京青年	video
美国电影敢死队二	video
发现之美	video
要看特种兵	video
我要看电视了	video
青春四十	video
电影十二生肖	video
整人专家的电影	video
青年奥林匹克运动会	video
汽车总动员	video
恶熊出没	video
第二梦	video
日韩好看的电视剧	video
帮我看下最近有什么好看的电影？	video
播放非诚勿扰	video
蝎子王蝎子王	video
锁梦楼	video
武林风视频	video
找一下非诚勿扰娱乐节目	video
我要看功夫熊猫帮我播放出来	video
请帮我播放樱桃	video
查雷神电影	video
青瓷电视剧	video
请帮我打开电影	video
最近新上映的电视剧。	video
黑猫截长	video
小c帮我搜一下断剑视频	video
我要看西游记啊	video
夜访吸血鬼	video
帮我看一下最近哪些电影是新上映的。	video
尼古拉斯凯奇	video
憨豆特工	video
文艺片	video
体育赛事直播	video
爱情片	video
美国电影破碎之城	video
大耳朵图图获	video
搜幕府风云	video
三女休夫	video
放年代短片看	video
惊情四百年	video
魔幻电影	video
80年代成龙演的电影	video
我想看爱在春天	video
抽身游戏	video
大耳朵图图二	video
最近好评的晚会	video
预约还珠格格第八集	video
小破孩动画片	video
金枝欲孽	video
爱情工寓	video
智慧树我	video
最近最热的电视剧	video
我想看电影台北飘雪	video
音乐视频	video
郑州的天气怎么样	weather
我想看一下温州的天气	weather
现在温度几度	weather
我想知道北京的天气	weather
今日天气怎么样啊	weather
天气预报广州	weather
中山天气怎么样	weather
海南天气怎么样	weather
明天天气怎样啊	weather
帮我看看今天的天气	weather
今天广州的天气怎样	weather
星期六的天气	weather
明天桂林天气如何	weather
郑州天气	weather
银川天气怎么样	weather
明天深圳天气怎么样	weather
盘县今天的天气如何	weather
查南京天气	weather
长春现在是什么天气	weather
帮我查一下明日天气	weather
你知道今天南京的天气吗	weather
龙岩市天气	weather
打开浦发银行	website
打开聚划算网站	website
打开网页猫扑	website
那你帮我打开百度	website
请打开人人网	website
上广州坐车网查一下从这里到大咋地怎么走	website
打开腾讯拍拍网	website
访问京东商城的网页	website
打开江苏移动网上营业厅网页	website
进入中国移动官方网站	website
易车网看看	website
帮我上下新浪网	website
帮我链接到新浪网	website
打开猫扑	website
打开百度哇	website
进银河网	website
开网页	website
打开新浪网我肏	website
